Run,study_accession
SRR10070585,SRP220428
SRR10070586,SRP220428
SRR10070587,SRP220428
SRR10070588,SRP220428
SRR10070589,SRP220428
SRR10070590,SRP220428
SRR10070591,SRP220428
SRR10070592,SRP220428
SRR10070593,SRP220428
SRR10070594,SRP220428
SRR10070595,SRP220428
SRR10070596,SRP220428
SRR10070597,SRP220428
SRR10070598,SRP220428
SRR10070599,SRP220428
SRR10070600,SRP220428
SRR10070601,SRP220428
SRR10070602,SRP220428
SRR10070603,SRP220428
SRR10070604,SRP220428
SRR10070653,SRP220428
SRR10070654,SRP220428
SRR10070655,SRP220428
SRR10070656,SRP220428
SRR10070657,SRP220428
SRR10070658,SRP220428
SRR10070659,SRP220428
SRR10070660,SRP220428
SRR10070661,SRP220428
SRR10070662,SRP220428
SRR10070663,SRP220428
SRR10070664,SRP220428
SRR10070665,SRP220428
SRR10070666,SRP220428
SRR10070667,SRP220428
SRR10070668,SRP220428
SRR10070669,SRP220428
SRR10070670,SRP220428
SRR10070671,SRP220428
SRR10070672,SRP220428
SRR10070673,SRP220428
SRR10070674,SRP220428
SRR10070675,SRP220428
SRR10070676,SRP220428
SRR10070677,SRP220428
SRR10070678,SRP220428
SRR10070679,SRP220428
SRR10070680,SRP220428
SRR10070681,SRP220428
SRR10070682,SRP220428
SRR10070683,SRP220428
SRR10070684,SRP220428
SRR10070685,SRP220428
SRR10070686,SRP220428
SRR10070687,SRP220428
SRR10070688,SRP220428
SRR10070689,SRP220428
SRR10070690,SRP220428
SRR10070691,SRP220428
SRR10070692,SRP220428
SRR10070693,SRP220428
SRR10070694,SRP220428
SRR10070695,SRP220428
SRR10070696,SRP220428
SRR10070857,SRP220428
SRR10070858,SRP220428
SRR10070859,SRP220428
SRR10070860,SRP220428
SRR10070861,SRP220428
SRR10070862,SRP220428
SRR10070863,SRP220428
SRR10070864,SRP220428
SRR10070865,SRP220428
SRR10070866,SRP220428
SRR10070867,SRP220428
SRR10070868,SRP220428
SRR10070817,SRP220428
SRR10070818,SRP220428
SRR10070819,SRP220428
SRR10070820,SRP220428
SRR10070821,SRP220428
SRR10070822,SRP220428
SRR10070823,SRP220428
SRR10070824,SRP220428
SRR10070825,SRP220428
SRR10070826,SRP220428
SRR10070827,SRP220428
SRR10070828,SRP220428
SRR10070829,SRP220428
SRR10070830,SRP220428
SRR10070831,SRP220428
SRR10070832,SRP220428
SRR10070833,SRP220428
SRR10070834,SRP220428
SRR10070835,SRP220428
SRR10070836,SRP220428
SRR10070837,SRP220428
SRR10070838,SRP220428
SRR10070839,SRP220428
SRR10070840,SRP220428
SRR10070841,SRP220428
SRR10070842,SRP220428
SRR10070843,SRP220428
SRR10070844,SRP220428
SRR10070845,SRP220428
SRR10070846,SRP220428
SRR10070847,SRP220428
SRR10070848,SRP220428
SRR10070849,SRP220428
SRR10070850,SRP220428
SRR10070851,SRP220428
SRR10070852,SRP220428
SRR10070853,SRP220428
SRR10070854,SRP220428
SRR10070855,SRP220428
SRR10070856,SRP220428
SRR10070633,SRP220428
SRR10070634,SRP220428
SRR10070635,SRP220428
SRR10070636,SRP220428
SRR10070637,SRP220428
SRR10070638,SRP220428
SRR10070639,SRP220428
SRR10070640,SRP220428
SRR10070641,SRP220428
SRR10070642,SRP220428
SRR10070643,SRP220428
SRR10070644,SRP220428
SRR10070645,SRP220428
SRR10070646,SRP220428
SRR10070647,SRP220428
SRR10070648,SRP220428
SRR10070649,SRP220428
SRR10070650,SRP220428
SRR10070651,SRP220428
SRR10070652,SRP220428
SRR10070697,SRP220428
SRR10070698,SRP220428
SRR10070699,SRP220428
SRR10070700,SRP220428
SRR10070701,SRP220428
SRR10070702,SRP220428
SRR10070703,SRP220428
SRR10070704,SRP220428
SRR10070705,SRP220428
SRR10070706,SRP220428
SRR10070707,SRP220428
SRR10070708,SRP220428
SRR10070709,SRP220428
SRR10070710,SRP220428
SRR10070711,SRP220428
SRR10070712,SRP220428
SRR10070713,SRP220428
SRR10070714,SRP220428
SRR10070715,SRP220428
SRR10070716,SRP220428
SRR10070717,SRP220428
SRR10070718,SRP220428
SRR10070719,SRP220428
SRR10070720,SRP220428
SRR10070721,SRP220428
SRR10070722,SRP220428
SRR10070723,SRP220428
SRR10070724,SRP220428
SRR10070725,SRP220428
SRR10070726,SRP220428
SRR10070727,SRP220428
SRR10070728,SRP220428
SRR10070757,SRP220428
SRR10070758,SRP220428
SRR10070759,SRP220428
SRR10070760,SRP220428
SRR10070793,SRP220428
SRR10070794,SRP220428
SRR10070795,SRP220428
SRR10070796,SRP220428
SRR10070797,SRP220428
SRR10070798,SRP220428
SRR10070799,SRP220428
SRR10070800,SRP220428
SRR10070801,SRP220428
SRR10070802,SRP220428
SRR10070803,SRP220428
SRR10070804,SRP220428
SRR10070805,SRP220428
SRR10070806,SRP220428
SRR10070807,SRP220428
SRR10070808,SRP220428
SRR10070809,SRP220428
SRR10070810,SRP220428
SRR10070811,SRP220428
SRR10070812,SRP220428
SRR10070813,SRP220428
SRR10070814,SRP220428
SRR10070815,SRP220428
SRR10070816,SRP220428
SRR10070761,SRP220428
SRR10070762,SRP220428
SRR10070763,SRP220428
SRR10070764,SRP220428
SRR10070765,SRP220428
SRR10070766,SRP220428
SRR10070767,SRP220428
SRR10070768,SRP220428
SRR10070769,SRP220428
SRR10070770,SRP220428
SRR10070771,SRP220428
SRR10070772,SRP220428
SRR10070773,SRP220428
SRR10070774,SRP220428
SRR10070775,SRP220428
SRR10070776,SRP220428
SRR10070777,SRP220428
SRR10070778,SRP220428
SRR10070779,SRP220428
SRR10070780,SRP220428
SRR10070781,SRP220428
SRR10070782,SRP220428
SRR10070783,SRP220428
SRR10070784,SRP220428
SRR10070785,SRP220428
SRR10070786,SRP220428
SRR10070787,SRP220428
SRR10070788,SRP220428
SRR10070789,SRP220428
SRR10070790,SRP220428
SRR10070791,SRP220428
SRR10070792,SRP220428
SRR10070729,SRP220428
SRR10070730,SRP220428
SRR10070731,SRP220428
SRR10070732,SRP220428
SRR10070733,SRP220428
SRR10070734,SRP220428
SRR10070735,SRP220428
SRR10070736,SRP220428
SRR10070737,SRP220428
SRR10070738,SRP220428
SRR10070739,SRP220428
SRR10070740,SRP220428
SRR10070741,SRP220428
SRR10070742,SRP220428
SRR10070743,SRP220428
SRR10070744,SRP220428
SRR10070745,SRP220428
SRR10070746,SRP220428
SRR10070747,SRP220428
SRR10070748,SRP220428
SRR10070749,SRP220428
SRR10070750,SRP220428
SRR10070751,SRP220428
SRR10070752,SRP220428
SRR10070753,SRP220428
SRR10070754,SRP220428
SRR10070755,SRP220428
SRR10070756,SRP220428
SRR10070537,SRP220428
SRR10070538,SRP220428
SRR10070539,SRP220428
SRR10070540,SRP220428
SRR10070541,SRP220428
SRR10070542,SRP220428
SRR10070543,SRP220428
SRR10070544,SRP220428
SRR10070545,SRP220428
SRR10070546,SRP220428
SRR10070547,SRP220428
SRR10070548,SRP220428
SRR10070549,SRP220428
SRR10070550,SRP220428
SRR10070551,SRP220428
SRR10070552,SRP220428
SRR10070553,SRP220428
SRR10070554,SRP220428
SRR10070555,SRP220428
SRR10070556,SRP220428
SRR10070557,SRP220428
SRR10070558,SRP220428
SRR10070559,SRP220428
SRR10070560,SRP220428
SRR10070561,SRP220428
SRR10070562,SRP220428
SRR10070563,SRP220428
SRR10070564,SRP220428
SRR10070565,SRP220428
SRR10070566,SRP220428
SRR10070567,SRP220428
SRR10070568,SRP220428
SRR8928894,SRP193005
SRR8928895,SRP193005
SRR8928896,SRP193005
SRR8928897,SRP193005
SRR8928898,SRP193005
SRR8928899,SRP193005
SRR8928900,SRP193005
SRR8928901,SRP193005
SRR8928902,SRP193005
SRR8928903,SRP193005
SRR8928904,SRP193005
SRR8928905,SRP193005
SRR8928906,SRP193005
SRR8928907,SRP193005
SRR8928908,SRP193005
SRR8928909,SRP193005
SRR8928910,SRP193005
SRR8928911,SRP193005
SRR8928912,SRP193005
SRR8928913,SRP193005
SRR8928914,SRP193005
SRR8928915,SRP193005
SRR8928916,SRP193005
SRR8928917,SRP193005
SRR8928918,SRP193005
SRR8928919,SRP193005
SRR8928920,SRP193005
SRR8928921,SRP193005
SRR8928922,SRP193005
SRR8928923,SRP193005
SRR8928924,SRP193005
SRR8928925,SRP193005
SRR8928926,SRP193005
SRR8928927,SRP193005
SRR8928928,SRP193005
SRR8928929,SRP193005
SRR8928930,SRP193005
SRR8928931,SRP193005
SRR8928932,SRP193005
SRR8928933,SRP193005
SRR8928934,SRP193005
SRR8928935,SRP193005
SRR8928936,SRP193005
SRR8928937,SRP193005
SRR8928938,SRP193005
SRR8928939,SRP193005
SRR8928940,SRP193005
SRR8928941,SRP193005
SRR8928942,SRP193005
SRR8928943,SRP193005
SRR8928944,SRP193005
SRR8928945,SRP193005
SRR8928946,SRP193005
SRR8928947,SRP193005
SRR8928948,SRP193005
SRR8928949,SRP193005
SRR8928950,SRP193005
SRR8928951,SRP193005
SRR8928952,SRP193005
SRR8928953,SRP193005
SRR8928801,SRP193005
SRR8928802,SRP193005
SRR8928803,SRP193005
SRR8928804,SRP193005
SRR8928805,SRP193005
SRR8928806,SRP193005
SRR8928807,SRP193005
SRR8928808,SRP193005
SRR8928809,SRP193005
SRR8928810,SRP193005
SRR8928811,SRP193005
SRR8928812,SRP193005
SRR8928813,SRP193005
SRR8928814,SRP193005
SRR8928815,SRP193005
SRR8928816,SRP193005
SRR8928817,SRP193005
SRR8928818,SRP193005
SRR8928819,SRP193005
SRR8928820,SRP193005
SRR8928821,SRP193005
SRR8928822,SRP193005
SRR8928823,SRP193005
SRR8928824,SRP193005
SRR8928825,SRP193005
SRR8928826,SRP193005
SRR8928827,SRP193005
SRR8928828,SRP193005
SRR8928829,SRP193005
SRR8928830,SRP193005
SRR8928831,SRP193005
SRR8928832,SRP193005
SRR8928833,SRP193005
SRR8928834,SRP193005
SRR8928835,SRP193005
SRR8928836,SRP193005
SRR8928837,SRP193005
SRR8928838,SRP193005
SRR8928839,SRP193005
SRR8928840,SRP193005
SRR8928841,SRP193005
SRR8928842,SRP193005
SRR8928843,SRP193005
SRR8928844,SRP193005
SRR8928845,SRP193005
SRR8928846,SRP193005
SRR8928847,SRP193005
SRR8928848,SRP193005
SRR8928954,SRP193005
SRR8928955,SRP193005
SRR8928956,SRP193005
SRR8928957,SRP193005
SRR8928958,SRP193005
SRR8928959,SRP193005
SRR8928960,SRP193005
SRR8928961,SRP193005
SRR8928962,SRP193005
SRR8928964,SRP193005
SRR8928963,SRP193005
SRR8928965,SRP193005
SRR8928849,SRP193005
SRR8928850,SRP193005
SRR8928851,SRP193005
SRR8928852,SRP193005
SRR8928853,SRP193005
SRR8928854,SRP193005
SRR8928855,SRP193005
SRR8928856,SRP193005
SRR8928857,SRP193005
SRR8928858,SRP193005
SRR8928859,SRP193005
SRR8928860,SRP193005
SRR8928861,SRP193005
SRR8928862,SRP193005
SRR8928863,SRP193005
SRR8928864,SRP193005
SRR8928865,SRP193005
SRR8928866,SRP193005
SRR8928867,SRP193005
SRR8928868,SRP193005
SRR8928869,SRP193005
SRR8928870,SRP193005
SRR8928871,SRP193005
SRR8928872,SRP193005
SRR8928873,SRP193005
SRR8928874,SRP193005
SRR8928875,SRP193005
SRR8928876,SRP193005
SRR8928877,SRP193005
SRR8928878,SRP193005
SRR8928879,SRP193005
SRR8928880,SRP193005
SRR8928881,SRP193005
SRR8928882,SRP193005
SRR8928883,SRP193005
SRR8928884,SRP193005
SRR8928885,SRP193005
SRR8928886,SRP193005
SRR8928887,SRP193005
SRR8928888,SRP193005
SRR8928889,SRP193005
SRR8928890,SRP193005
SRR8928891,SRP193005
SRR8928892,SRP193005
SRR8928893,SRP193005
SRR8928721,SRP193005
SRR8928722,SRP193005
SRR8928723,SRP193005
SRR8928724,SRP193005
SRR8928725,SRP193005
SRR8928726,SRP193005
SRR8928727,SRP193005
SRR8928728,SRP193005
SRR8928729,SRP193005
SRR8928730,SRP193005
SRR8928731,SRP193005
SRR8928732,SRP193005
SRR8928733,SRP193005
SRR8928734,SRP193005
SRR8928735,SRP193005
SRR8928736,SRP193005
SRR8928737,SRP193005
SRR8928738,SRP193005
SRR8928739,SRP193005
SRR8928740,SRP193005
SRR8928741,SRP193005
SRR8928742,SRP193005
SRR8928743,SRP193005
SRR8928744,SRP193005
SRR8928745,SRP193005
SRR8928746,SRP193005
SRR8928747,SRP193005
SRR8928748,SRP193005
SRR8928749,SRP193005
SRR8928750,SRP193005
SRR8928751,SRP193005
SRR8928752,SRP193005
SRR8928753,SRP193005
SRR8928754,SRP193005
SRR8928755,SRP193005
SRR8928756,SRP193005
SRR8928757,SRP193005
SRR8928758,SRP193005
SRR8928759,SRP193005
SRR8928760,SRP193005
SRR8928761,SRP193005
SRR8928762,SRP193005
SRR8928763,SRP193005
SRR8928764,SRP193005
SRR8928765,SRP193005
SRR8928766,SRP193005
SRR8928767,SRP193005
SRR8928768,SRP193005
SRR8928769,SRP193005
SRR8928770,SRP193005
SRR8928771,SRP193005
SRR8928772,SRP193005
SRR8928773,SRP193005
SRR8928774,SRP193005
SRR8928775,SRP193005
SRR8928776,SRP193005
SRR8928777,SRP193005
SRR8928778,SRP193005
SRR8928779,SRP193005
SRR8928780,SRP193005
SRR8928781,SRP193005
SRR8928782,SRP193005
SRR8928783,SRP193005
SRR8928784,SRP193005
SRR8928785,SRP193005
SRR8928786,SRP193005
SRR8928787,SRP193005
SRR8928788,SRP193005
SRR8928789,SRP193005
SRR8928790,SRP193005
SRR8928791,SRP193005
SRR8928792,SRP193005
SRR8928793,SRP193005
SRR8928794,SRP193005
SRR8928795,SRP193005
SRR8928796,SRP193005
SRR8928797,SRP193005
SRR8928798,SRP193005
SRR8928799,SRP193005
SRR8928800,SRP193005
SRR8632323,SRP186864
SRR8632324,SRP186864
SRR8632325,SRP186864
SRR8632326,SRP186864
SRR8632327,SRP186864
SRR8632328,SRP186864
SRR8632330,SRP186864
SRR8632331,SRP186864
SRR8632332,SRP186864
SRR8632333,SRP186864
SRR6908655,SRP136633
SRR6908656,SRP136633
SRR6908657,SRP136633
SRR6908658,SRP136633
SRR6908659,SRP136633
SRR6908660,SRP136633
SRR6908662,SRP136633
SRR6908663,SRP136633
SRR6908665,SRP136633
SRR6908666,SRP136633
SRR6908667,SRP136633
SRR6908668,SRP136633
SRR6908669,SRP136633
SRR6908670,SRP136633
SRR6908671,SRP136633
SRR6908672,SRP136633
SRR6908677,SRP136633
SRR6908678,SRP136633
SRR6908679,SRP136633
SRR6908680,SRP136633
SRR6908673,SRP136633
SRR6908674,SRP136633
SRR6908675,SRP136633
SRR6908676,SRP136633
SRR6908681,SRP136633
SRR6908682,SRP136633
SRR6908683,SRP136633
SRR6908684,SRP136633
SRR6908685,SRP136633
SRR6908686,SRP136633
SRR6908687,SRP136633
SRR6908688,SRP136633
SRR6908689,SRP136633
SRR6908690,SRP136633
SRR6908691,SRP136633
SRR6908692,SRP136633
SRR6908693,SRP136633
SRR6908694,SRP136633
SRR6908695,SRP136633
SRR6908696,SRP136633
SRR6908697,SRP136633
SRR6908698,SRP136633
SRR6908699,SRP136633
SRR6908700,SRP136633
SRR6908701,SRP136633
SRR6908702,SRP136633
SRR6908703,SRP136633
SRR6908704,SRP136633
SRR6908705,SRP136633
SRR6908706,SRP136633
SRR6908707,SRP136633
SRR6908708,SRP136633
SRR6908709,SRP136633
SRR6908710,SRP136633
SRR6908711,SRP136633
SRR6908712,SRP136633
SRR6908713,SRP136633
SRR6908714,SRP136633
SRR6908715,SRP136633
SRR6908716,SRP136633
SRR6908717,SRP136633
SRR6908718,SRP136633
SRR6908720,SRP136633
SRR6908722,SRP136633
SRR6908723,SRP136633
SRR6908724,SRP136633
SRR6908725,SRP136633
SRR6908726,SRP136633
SRR6908727,SRP136633
SRR6908728,SRP136633
SRR6908729,SRP136633
SRR6908730,SRP136633
SRR6908731,SRP136633
SRR6908732,SRP136633
SRR6908733,SRP136633
SRR6908734,SRP136633
SRR6908735,SRP136633
SRR6908736,SRP136633
SRR6908737,SRP136633
SRR6908738,SRP136633
SRR6908739,SRP136633
SRR6908740,SRP136633
SRR6908741,SRP136633
SRR6908742,SRP136633
SRR6908743,SRP136633
SRR6908744,SRP136633
SRR6908745,SRP136633
SRR6908746,SRP136633
SRR6908747,SRP136633
SRR6908748,SRP136633
SRR6908749,SRP136633
SRR6908750,SRP136633
SRR6908751,SRP136633
SRR6908752,SRP136633
SRR6908753,SRP136633
SRR6908754,SRP136633
SRR7014959,SRP136633
SRR7014960,SRP136633
SRR7014961,SRP136633
SRR7014962,SRP136633
SRR7014963,SRP136633
SRR7014964,SRP136633
SRR7014965,SRP136633
SRR7014966,SRP136633
SRR7014967,SRP136633
SRR7014968,SRP136633
SRR7014969,SRP136633
SRR7014970,SRP136633
SRR7014971,SRP136633
SRR7014972,SRP136633
SRR7014973,SRP136633
SRR7014974,SRP136633
SRR7014975,SRP136633
SRR7014976,SRP136633
SRR7014977,SRP136633
SRR7014978,SRP136633
SRR7014979,SRP136633
SRR7014980,SRP136633
SRR7014981,SRP136633
SRR7014982,SRP136633
SRR7014983,SRP136633
SRR7014984,SRP136633
SRR7014985,SRP136633
SRR7014986,SRP136633
SRR7014991,SRP136633
SRR7014992,SRP136633
SRR7014993,SRP136633
SRR7014994,SRP136633
SRR7014987,SRP136633
SRR7014988,SRP136633
SRR7014989,SRP136633
SRR7014990,SRP136633
SRR7014995,SRP136633
SRR7014996,SRP136633
SRR7014997,SRP136633
SRR7014998,SRP136633
SRR7014999,SRP136633
SRR7015000,SRP136633
SRR7015001,SRP136633
SRR7015002,SRP136633
SRR7015003,SRP136633
SRR7015004,SRP136633
SRR7015005,SRP136633
SRR7015006,SRP136633
SRR7015015,SRP136633
SRR7015016,SRP136633
SRR7015017,SRP136633
SRR7015018,SRP136633
SRR7015011,SRP136633
SRR7015012,SRP136633
SRR7015013,SRP136633
SRR7015014,SRP136633
SRR7015019,SRP136633
SRR7015020,SRP136633
SRR7015021,SRP136633
SRR7015022,SRP136633
SRR7015023,SRP136633
SRR7015024,SRP136633
SRR7015025,SRP136633
SRR7015026,SRP136633
SRR7015027,SRP136633
SRR7015028,SRP136633
SRR7015029,SRP136633
SRR7015030,SRP136633
SRR7015031,SRP136633
SRR7015032,SRP136633
SRR7015033,SRP136633
SRR7015034,SRP136633
SRR7015007,SRP136633
SRR7015008,SRP136633
SRR7015009,SRP136633
SRR7015010,SRP136633
SRR7015035,SRP136633
SRR7015036,SRP136633
SRR7015037,SRP136633
SRR7015038,SRP136633
SRR7015039,SRP136633
SRR7015040,SRP136633
SRR7015041,SRP136633
SRR7015042,SRP136633
SRR7015043,SRP136633
SRR7015044,SRP136633
SRR7015045,SRP136633
SRR7015046,SRP136633
SRR7015047,SRP136633
SRR7015048,SRP136633
SRR7015049,SRP136633
SRR7015050,SRP136633
SRR7015055,SRP136633
SRR7015056,SRP136633
SRR7015057,SRP136633
SRR7015058,SRP136633
SRR7015051,SRP136633
SRR7015052,SRP136633
SRR7015053,SRP136633
SRR7015054,SRP136633
SRR7015059,SRP136633
SRR7015060,SRP136633
SRR7015061,SRP136633
SRR7015062,SRP136633
SRR7015067,SRP136633
SRR7015068,SRP136633
SRR7015069,SRP136633
SRR7015070,SRP136633
SRR7015071,SRP136633
SRR7015072,SRP136633
SRR7015073,SRP136633
SRR7015074,SRP136633
SRR7015075,SRP136633
SRR7015076,SRP136633
SRR7015077,SRP136633
SRR7015078,SRP136633
SRR7015079,SRP136633
SRR7015080,SRP136633
SRR7015081,SRP136633
SRR7015082,SRP136633
SRR7015083,SRP136633
SRR7015084,SRP136633
SRR7015085,SRP136633
SRR7015086,SRP136633
SRR7015087,SRP136633
SRR7015088,SRP136633
SRR7015089,SRP136633
SRR7015090,SRP136633
SRR7015095,SRP136633
SRR7015096,SRP136633
SRR7015097,SRP136633
SRR7015098,SRP136633
SRR7015099,SRP136633
SRR7015100,SRP136633
SRR7015101,SRP136633
SRR7015102,SRP136633
SRR7015063,SRP136633
SRR7015064,SRP136633
SRR7015065,SRP136633
SRR7015066,SRP136633
SRR7015091,SRP136633
SRR7015092,SRP136633
SRR7015093,SRP136633
SRR7015094,SRP136633
SRR6908606,SRP136633
SRR6908607,SRP136633
SRR6908608,SRP136633
SRR6908609,SRP136633
SRR6908602,SRP136633
SRR6908603,SRP136633
SRR6908604,SRP136633
SRR6908605,SRP136633
SRR6908610,SRP136633
SRR6908611,SRP136633
SRR6908613,SRP136633
SRR6908614,SRP136633
SRR6908615,SRP136633
SRR6908616,SRP136633
SRR6908617,SRP136633
SRR6908618,SRP136633
SRR6908619,SRP136633
SRR6908620,SRP136633
SRR6908621,SRP136633
SRR6908622,SRP136633
SRR6908623,SRP136633
SRR6908624,SRP136633
SRR6908625,SRP136633
SRR6908626,SRP136633
SRR6908627,SRP136633
SRR6908628,SRP136633
SRR6908629,SRP136633
SRR6908630,SRP136633
SRR6908631,SRP136633
SRR6908632,SRP136633
SRR6908633,SRP136633
SRR6908634,SRP136633
SRR6908635,SRP136633
SRR6908636,SRP136633
SRR6908637,SRP136633
SRR6908638,SRP136633
SRR6908639,SRP136633
SRR6908640,SRP136633
SRR6908641,SRP136633
SRR6908642,SRP136633
SRR6908643,SRP136633
SRR6908644,SRP136633
SRR6908645,SRP136633
SRR6908646,SRP136633
SRR6908647,SRP136633
SRR6908648,SRP136633
SRR6908649,SRP136633
SRR6908650,SRP136633
SRR6908651,SRP136633
SRR6908652,SRP136633
SRR6908653,SRP136633
SRR6908654,SRP136633
SRR10230303,SRP224303
SRR10230304,SRP224303
SRR10230305,SRP224303
SRR10230306,SRP224303
SRR10230307,SRP224303
SRR10230308,SRP224303
SRR10230309,SRP224303
SRR10230310,SRP224303
SRR10230311,SRP224303
SRR10230312,SRP224303
SRR10230313,SRP224303
SRR10230314,SRP224303
SRR10009734,SRP218986
SRR10009735,SRP218986
SRR10009736,SRP218986
SRR10009737,SRP218986
SRR10009738,SRP218986
SRR10009739,SRP218986
SRR10009740,SRP218986
SRR10009741,SRP218986
SRR10009742,SRP218986
SRR10009743,SRP218986
SRR10009744,SRP218986
SRR10009745,SRP218986
SRR9960228,SRP218210
SRR9960229,SRP218210
SRR9960230,SRP218210
SRR9960231,SRP218210
SRR9622309,SRP212668
SRR9622310,SRP212668
SRR9622311,SRP212668
SRR9622312,SRP212668
SRR9622313,SRP212668
SRR9622314,SRP212668
SRR9622315,SRP212668
SRR9622316,SRP212668
SRR9622317,SRP212668
SRR9622318,SRP212668
SRR9622319,SRP212668
SRR9622320,SRP212668
SRR9622321,SRP212668
SRR9622322,SRP212668
SRR9622323,SRP212668
SRR9622324,SRP212668
SRR9622325,SRP212668
SRR9622326,SRP212668
SRR9622327,SRP212668
SRR9622328,SRP212668
SRR9622329,SRP212668
SRR9622330,SRP212668
SRR9622331,SRP212668
SRR9622332,SRP212668
SRR9622333,SRP212668
SRR10153626,SRP222804
SRR10153627,SRP222804
SRR10153628,SRP222804
SRR10153629,SRP222804
SRR10153630,SRP222804
SRR10153631,SRP222804
SRR10153632,SRP222804
SRR10153633,SRP222804
SRR10153634,SRP222804
SRR10153635,SRP222804
SRR10153636,SRP222804
SRR10153637,SRP222804
SRR10153638,SRP222804
SRR10153639,SRP222804
SRR10153640,SRP222804
SRR10153641,SRP222804
SRR10153642,SRP222804
SRR10153643,SRP222804
SRR10153644,SRP222804
SRR10153645,SRP222804
SRR10153189,SRP222786
SRR10153190,SRP222786
SRR10153191,SRP222786
SRR10136099,SRP222275
SRR10136100,SRP222275
SRR10136101,SRP222275
SRR10136102,SRP222275
SRR10136103,SRP222275
SRR10136104,SRP222275
SRR10136105,SRP222275
SRR10136106,SRP222275
SRR10136107,SRP222275
SRR10136108,SRP222275
SRR10136109,SRP222275
SRR10136110,SRP222275
SRR10136111,SRP222275
SRR10136112,SRP222275
SRR10136113,SRP222275
SRR10136114,SRP222275
