study_id	bioproject_id	sample_id	library_strategy	organism	organism_enriched	organism_ontology	tissue	tissue_enriched	tissue_ontology	cell_type	cell_type_enriched	cell_type_ontology	cell_line	cell_line_enriched	cell_line_ontology	strain	strain_enriched	strain_ontology	developmental_stage	developmental_stage_enriched	developmental_stage_ontology	genotype	genotype_enriched	genotype_ontology	age	age_enriched	age_ontology	sex	sex_enriched	sex_ontology	condition	condition_enriched	condition_ontology	treatment	treatment_enriched	treatment_ontology	timepoint	timepoint_enriched	timepoint_ontology	replicate	replicate_enriched	replicate_ontology	batch	batch_enriched	batch_ontology	disease	disease_enriched	disease_ontology	stress	stress_enriched	stress_ontology	temperature	temperature_enriched	temperature_ontology	growth_condition	growth_condition_enriched	growth_condition_ontology	sample_title	sample_description
PRJNA1321709		SRS26440074	Bisulfite-Seq	Danio rerio	no	NCBITaxon:7955	brain	no	UBERON:0000955	brain	no	UBERON:0000955	primary cells	no			no			no		nop2 sibling	no			no			no			no			no			no			no			no			no			no			no			no		nop2 sibling zebrafish (48 dpf) brain tissues for bs-seq	
PRJNA1321709		SRS26440076	Bisulfite-Seq	Danio rerio	no	NCBITaxon:7955	brain	no	UBERON:0000955	brain	no	UBERON:0000955	primary cells	no			no			no		nop2 mutant	no			no			no			no			no			no			no			no			no			no			no			no		nop2 mutant zebrafish (48 dpf) brain tissues for bs-seq	
PRJNA715464		SRS8490233	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		ribosomes 4h WT rep1	
PRJNA715464		SRS8490234	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		wild type	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		ribosomes 4h WT rep2	
PRJNA715464		SRS8490235	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		ribosomes 4h KO rep1	
PRJNA715464		SRS8490236	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		ribosomes 4h KO rep2	
PRJNA715464		SRS9685363	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		Ddx3xb mutant+ddx3xbFL 4h ribo-seq rep1 [ribosomes_4h_KO_ddx3xbFL1]	
PRJNA715464		SRS9685364	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		Ddx3xb mutant+ddx3xbFL 4h ribo-seq rep2 [ribosomes_4h_KO_ddx3xbFL2]	
PRJNA715464		SRS9685365	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		Ddx3xb mutant+ddx3xb△N 4h ribo-seq rep1 [ribosomes_4h_KO_ddx3xb△N1]	
PRJNA715464		SRS9685366	RNA-Seq	Danio rerio	no	NCBITaxon:7955	Danio rerio	no	NCBITaxon:7955		no			no			no			no		Ddx3xb-/Ddx3xb-	no		4 hpf	no			no			no			no			no			no			no			no			no			no			no		Ddx3xb mutant+ddx3xb△N 4h ribo-seq rep2 [ribosomes_4h_KO_ddx3xb△N2]	
PRJNA521558		SRS4345546	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no		p300,brd4	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with p300, BRD4 treatment at 1Kc momA rep1	
PRJNA521558		SRS4345543	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no		p300,brd4	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with p300, BRD4 treatment at 1Kc momA rep2	
PRJNA521558		SRS4345566	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no		triptolide	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with Triptolide treatment at 1Kc rep1	
PRJNA521558		SRS4345567	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no		triptolide	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with Triptolide treatment at 1Kc rep2	
PRJNA521558		SRS4345542	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		16-cell	no			no		4.0	no		pooled male and female	no			no		chk1	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with chk1 treatment at 4h	
PRJNA521558		SRS4345539	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		16-cell	no			no		4.0	no		pooled male and female	no			no		chk1,triptolide	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with chk1 and triptolide treatment at 4h	
PRJNA521558		SRS4345560	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		jq1	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with jq1 treatment at 4h	
PRJNA521558		SRS4345541	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		sgc	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with sgc treatment at 4h	
PRJNA521558		SRS4345559	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		triptolide	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with triptolide treatment at 4h	
PRJNA521558		SRS4345565	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT at 1Kc rep2	
PRJNA521558		SRS4345540	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT at 1Kc mom A rep1	
PRJNA521558		SRS4345545	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT at 1Kc mom A rep2	
PRJNA521558		SRS4345568	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT at 4h	
PRJNA521558		SRS4345553	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,patA	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 32c collected at 4h momD	
PRJNA521558		SRS4345548	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,PatA	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 8c collected at 4h momC rep1	
PRJNA521558		SRS4345558	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,PatA	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 8c collected at 4h momC rep2	
PRJNA521558		SRS4345551	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,patA,alpha-am	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 32c with aAm collected at 4h momD	
PRJNA521558		SRS4345555	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,patA,alpha-am	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 8c with aAm collected at 4h momC rep1	
PRJNA521558		SRS4345554	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,patA,alpha-am	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 8c with aAm collected at 4h momC rep2	
PRJNA521558		SRS4345552	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,patA,p300,brd4	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 32c with p300 and brd4 collected at 4h momD	
PRJNA521558		SRS4345557	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,PatA,p300,brd4	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 8c with p300 and brd4 collected at 4h momC rep1	
PRJNA521558		SRS4345556	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no		CHX,PatA,p300,brd4	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with patA and CHX treatment at 8c with p300 and brd4 collected at 4h momC rep2	
PRJNA521558		SRS4345544	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no		alpha-am	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with aAm treatment at 1Kc momA rep1	
PRJNA521558		SRS4345547	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no		alpha-am	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq - ClickIT pulldown WT with aAm treatment at 1Kc momA rep2	
PRJNA521558		SRS4345537	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq chk1 haploid - 1N 1Kc CiT	
PRJNA521558		SRS4345550	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		512-cell	no			no		2.75	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq chk1 haploid - 1N 512c CiT	
PRJNA521558		SRS4345549	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		512-cell	no			no		2.75	no		pooled male and female	no			no		alpha-am	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq chk1 haploid - 1N a-Am 512c CiT	
PRJNA521558		SRS4345538	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1k-cell	no			no		3.0	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq chk1 haploid - 2N 1Kc CiT	
PRJNA521558		SRS4345535	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		512-cell	no			no		2.75	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq chk1 haploid - 2N 512c CiT	
PRJNA521558		SRS4345536	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		512-cell	no			no		2.75	no		pooled male and female	no			no		alpha-am	no			no			no			no			no			no			no			no		ClickIT pulldown RNA-seq chk1 haploid - 2N a-Am 512c CiT	
PRJNA521558		SRS4345561	OTHER	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		1-cell	no			no		0.0	no		pooled male and female	no			no		cyclohex	no			no			no			no			no			no			no			no		RPF - WT 0h Cycloheximide Ribo- RPF	
PRJNA521558		SRS4345563	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no			no			no		4.0	no		pooled male and female	no			no		triptolide	no			no			no			no			no			no			no			no		mRNA-seq - 4h trip R0	
PRJNA521558		SRS4345564	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		64-cell	no			no		2.0	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		mRNA-seq - WT 2h R0	
PRJNA521558		SRS4345562	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TU/AB	no		sphere	no			no		4.0	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		mRNA-seq - WT 4h R0	
PRJNA1009808		SRS18719089	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	shelled egg	no	UBERON:0007379		no			no		TLAB strain	no		unfertilized egg (0 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT egg (0 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719090	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	shelled egg	no	UBERON:0007379		no			no		TLAB strain	no		unfertilized egg (0 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT egg (0 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719088	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		256-cell (2.5 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT 256-cell (2.5 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719091	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		256-cell (2.5 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT 256-cell (2.5 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719095	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		1000-cell (3 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT 1000-cell (3 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719097	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		1000-cell (3 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT 1000-cell (3 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719096	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719094	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	blastula	no	UBERON:0000307		no			no		TLAB strain	no		Sphere (4 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719100	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Shield (6 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT shield (6 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719098	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Shield (6 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT shield (6 hpf) tRNA-seq rep2	
PRJNA1009808		SRS18719092	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) tRNA-seq rep1	
PRJNA1009808		SRS18719093	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955	gastrula	no	UBERON:0004734		no			no		TLAB strain	no		Bud (10 hpf)	no		WT	no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) tRNA-seq rep2	
PRJNA1009808		SRS22272469	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		4 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) charged tRNA-seqrep 1	
PRJNA1009808		SRS22272470	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		4 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) charged tRNA-seqrep 2	
PRJNA1009808		SRS22272471	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		4 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT sphere (4 hpf) charged tRNA-seqrep 3	
PRJNA1009808		SRS22272472	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		10 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) charged tRNA-seqrep 1	
PRJNA1009808		SRS22272473	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		10 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) charged tRNA-seqrep 2	
PRJNA1009808		SRS22272474	ncRNA-Seq	Danio rerio	no	NCBITaxon:7955		no		10 hpf embryos	no			no			no			no			no			no			no			no			no			no			no			no			no			no			no			no		WT bud (10 hpf) charged tRNA-seqrep 3	
PRJNA305418		SRS1197399	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		2hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		2hpf	
PRJNA305418		SRS1197479	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		12hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		12hpf	
PRJNA305418		SRS1197480	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		5hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		5hpf	
PRJNA305418		SRS1197482	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		24hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		24hpf	
PRJNA305418		SRS1197481	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		48hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		48hpf	
PRJNA150397		SRS284284	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq MZdicer 2hpf	
PRJNA150397		SRS284285	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq MZdicer 4hpf	
PRJNA150397		SRS284286	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq MZdicer 4hpf-2	
PRJNA150397		SRS284287	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq MZdicer 6hpf	
PRJNA150397		SRS284288	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 2hpf	
PRJNA150397		SRS284289	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 2hpf-2	
PRJNA150397		SRS284290	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 4hpf	
PRJNA150397		SRS284291	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 4hpf-2	
PRJNA150397		SRS284292	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 6hpf	
PRJNA150397		SRS284293	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 6hpf-2	
PRJNA150397		SRS284294	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 2hpf	
PRJNA150397		SRS284295	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 2hpf-2	
PRJNA150397		SRS284296	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 4hpf	
PRJNA150397		SRS284297	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 4hpf-2	
PRJNA150397		SRS284298	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 6hpf	
PRJNA150397		SRS284299	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 6hpf-2	
PRJNA150397		SRS284300	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 2hpf	
PRJNA150397		SRS284301	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 2hpf-2	
PRJNA150397		SRS284302	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 4hpf	
PRJNA150397		SRS284303	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 4hpf-2	
PRJNA150397		SRS284304	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 6hpf	
PRJNA150397		SRS284305	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 6hpf-2	
PRJNA285515		SRS950607	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryos	no			no			no		TLAB	no		Shield	no			no			no		not determined	no			no			no			no			no			no			no			no			no			no		Danio rerio Shield Stage Embryos RNA-Seq	Matched to ribosome profiling experiments in SAMN02087561
